Gene_ID,Other_IDs
M9H77_03815,CRO_T003278
M9H77_03816,CRO_T009053
M9H77_03817,CRO_T009054
M9H77_03818,CRO_T017726
M9H77_03819,"CRO_T017725, Cro001G.7653.1.p1, CrChr5.2452, CRO_T100897"
M9H77_03820,"CRO_T017724, Cro001G.7651.1.p1, CrChr5.2453, CRO_T100898"
M9H77_03821,"CRO_T017723, Cro001G.7649.1.p1, CrChr5.2454, CRO_T100899"
M9H77_03822,"Cro001G.7648.1.p1, CrChr5.2455, CRO_T100901"
M9H77_03824,"CRO_T004993, Cro001G.7647.1.p1, CrChr5.2457, CRO_T100903"
M9H77_03825,"CRO_T004992, Cro001G.7645.1.p1, Cro001G.7645.2.p1, CrChr5.2458, CRO_T100904"
M9H77_03826,"CRO_T004991, Cro001G.7644.1.p1, Cro001G.7644.2.p1, CrChr5.2460, CRO_T100905"
M9H77_03829,"CRO_T011363, CRO_T100907"
M9H77_03830,CRO_T029704
M9H77_03831,CRO_T011749
M9H77_03833,"CRO_T009815, Cro001G.7623.1.p1, CRO_T100916"
M9H77_03834,"CRO_T009816, Cro001G.7619.1.p1, CrChr5.2471, CRO_T100917"
M9H77_03837,"CRO_T011773, CRO_T100921"
M9H77_03840,"CRO_T005826, CRO_T100924"
M9H77_03842,"CRO_T005824, Cro001G.7621.1.p1, CrChr5.2475, CRO_T100925"
M9H77_03844,CRO_T021710
M9H77_03846,CRO_T021708
M9H77_03847,CRO_T021707
M9H77_03848,"CRO_T006195, Cro001G.7615.1.p1, CrChr5.2478, CRO_T100931"
M9H77_03852,"Cro001G.7618.1.p1, CrChr5.2479"
M9H77_03853,"CRO_T006193, CrChr5.2480, CRO_T100934"
M9H77_03854,"CRO_T006192, Cro001G.7611.1.p1, CrChr5.2481, CRO_T100935"
M9H77_03855,CRO_T006191
M9H77_03857,CRO_T000528
M9H77_03858,CRO_T000525
M9H77_03860,"CRO_T000526, Cro001G.7608.1.p1, CrChr5.2483, CRO_T100938"
M9H77_03861,CRO_T004819
M9H77_03862,CRO_T004818
M9H77_03863,"CRO_T004817, Cro001G.7610.1.p2, Cro001G.7610.2.p2, CRO_T100940"
M9H77_03864,"CRO_T027937, CRO_T100941"
M9H77_03865,"Cro001G.7612.1.p1, Cro001G.7612.2.p1"
M9H77_03866,"Cro001G.7614.1.p2, CrChr5.2487"
M9H77_03867,"Cro001G.7613.1.p1, CrChr5.2488"
M9H77_03868,"Cro001G.7607.1.p1, CrChr5.2490"
M9H77_03870,"CRO_T022601, CRO_T100949"
M9H77_03872,"CRO_T013568, Cro001G.7639.1.p1, CrChr5.2493, CRO_T100951"
M9H77_03873,"Cro001G.7638.1.p1, CrChr5.2494, CRO_T100952"
M9H77_03874,CrChr5.2495
M9H77_03875,"CRO_T008152, CRO_T100957"
M9H77_03877,"CRO_T008151, Cro001G.7634.1.p3, CRO_T100960"
M9H77_03878,CRO_T032473
M9H77_03879,"CRO_T010747, Cro001G.7632.1.p1, CrChr5.2499, CRO_T100961"
M9H77_03881,"CRO_T003079, Cro001G.7631.1.p1, CrChr5.2500, CRO_T100962"
M9H77_03882,"CRO_T003076, CrChr5.2501"
M9H77_03885,CRO_T003078
M9H77_03886,"CRO_T003077, Cro001G.7628.1.p1, CrChr5.2502, CRO_T100966"
M9H77_03887,"CRO_T013870, CrChr5.2503, CRO_T100967"
M9H77_03889,"CRO_T013871, CrChr5.2505, CRO_T100968"
M9H77_03891,"CRO_T021202, CRO_T100969"
M9H77_03892,"CRO_T021201, CRO_T100970"
M9H77_03893,CRO_T021203
M9H77_03894,"CRO_T031616, Cro001G.7624.1.p1, CrChr5.2508, CRO_T100973"
M9H77_03895,"CRO_T031619, Cro001G.7627.1.p1, CrChr5.2509, CRO_T100974"
M9H77_03896,"Cro001G.7626.1.p1, CrChr5.2510"
M9H77_03897,"CRO_T031617, CrChr5.2511, CRO_T100977"
M9H77_03898,CRO_T031618
M9H77_03899,"CRO_T016285, CRO_T100979"
M9H77_03900,CRO_T016283
M9H77_03904,"Cro001G.7599.1.p1, CrChr5.2521"
M9H77_03905,"Cro001G.7606.1.p1, Cro001G.7606.2.p1, CrChr5.2522, CRO_T100982"
M9H77_03906,"Cro001G.7605.2.p2, CrChr5.2523"
M9H77_03907,CRO_T024624
M9H77_03910,CRO_T024623
M9H77_03912,CRO_T031228
M9H77_03914,CRO_T019231
M9H77_03915,Cro001G.7592.1.p1
M9H77_03917,"CRO_T013401, CRO_T100995"
M9H77_03918,"CRO_T013399, CRO_T100996"
M9H77_03919,"Cro001G.7591.1.p1, Cro001G.7591.2.p1, Cro001G.7591.3.p1, Cro001G.7591.4.p1, Cro001G.7591.5.p1, Cro001G.7591.6.p1, Cro001G.7591.7.p1, Cro001G.7591.8.p1, CRO_T100997"
M9H77_03920,CRO_T015980
M9H77_03921,CRO_T015979
M9H77_03922,Cro001G.7590.1.p1
M9H77_03924,CRO_T020377
M9H77_03926,CRO_T008448
M9H77_03927,CRO_T008449
M9H77_03929,"CRO_T007941, Cro001G.7581.1.p1, CrChr5.2541"
M9H77_03930,CRO_T007946
M9H77_03931,"CRO_T007940, Cro001G.7585.1.p1"
M9H77_03932,"CRO_T007945, CRO_T101009"
M9H77_03934,Cro001G.7578.1.p1
M9H77_03935,"CRO_T007943, Cro001G.7577.1.p1, Cro001G.7577.2.p1, CrChr5.2549, CRO_T101013"
M9H77_03936,CRO_T007942
M9H77_03937,"CRO_T007938, Cro001G.7575.1.p1, Cro001G.7575.2.p1, CrChr5.2551, CRO_T101014"
M9H77_03938,CRO_T007948
M9H77_03939,CRO_T007947
M9H77_03941,CRO_T006412
M9H77_03942,"Cro001G.7584.3.p1, CrChr5.2556"
M9H77_03943,"CRO_T021501, Cro001G.7583.1.p1, CrChr5.2557, CRO_T101021"
M9H77_03944,CRO_T021504
M9H77_03945,CRO_T021503
M9H77_03946,"CRO_T021502, Cro001G.7574.1.p1, Cro001G.7574.2.p1, Cro001G.7574.3.p1, CrChr5.2558, CRO_T101022"
M9H77_03947,"Cro001G.7573.1.p1, CrChr5.2559"
M9H77_03949,CRO_T025248
M9H77_03950,"Cro001G.7571.1.p1, Cro001G.7571.2.p1, CrChr5.2563"
M9H77_03954,"Cro001G.7568.1.p1, Cro001G.7568.2.p1, CrChr5.2566"
M9H77_03955,"CRO_T020078, CRO_T116210"
M9H77_03957,"Cro001G.7560.1.p2, Cro001G.7560.2.p2, Cro001G.7560.3.p2, Cro001G.7560.4.p2, Cro001G.7560.5.p2, Cro001G.7560.6.p2, Cro001G.7560.7.p2"
M9H77_03958,CRO_T012688
M9H77_03959,CRO_T012693
M9H77_03961,CRO_T012692
M9H77_03963,"Cro001G.7565.1.p1, Cro001G.7565.2.p1, Cro001G.7565.3.p1, CrChr5.2574, CRO_T116216"
M9H77_03964,"CRO_T012681, Cro001G.7563.1.p1, CrChr5.2575, CRO_T116217"
M9H77_03965,CRO_T012691
M9H77_03966,"Cro001G.7564.8.p2, CrChr5.2576"
M9H77_03967,"Cro001G.7564.2.p1, Cro001G.7564.8.p1, CrChr5.2577, CRO_T116220"
M9H77_03968,"CRO_T012684, Cro001G.7564.1.p1, Cro001G.7564.3.p1, Cro001G.7564.4.p1, Cro001G.7564.5.p1, Cro001G.7564.7.p1, CrChr5.2578, CRO_T116221"
M9H77_03969,"CRO_T012683, Cro001G.7564.1.p2, Cro001G.7564.6.p1, Cro001G.7564.7.p2"
M9H77_03970,"CRO_T012682, Cro001G.7562.1.p1, CrChr5.2580, CRO_T116225"
M9H77_03971,"CRO_T012679, CRO_T116226"
M9H77_03973,CRO_T024666
M9H77_03974,CRO_T024667
M9H77_03976,"Cro001G.7558.1.p1, Cro001G.7558.2.p1, CrChr5.2583, CRO_T116231"
M9H77_03977,"CRO_T004487, CRO_T116232"
M9H77_03978,CRO_T004486
M9H77_03979,"CRO_T004489, CRO_T116235"
M9H77_03980,CRO_T004485
M9H77_03981,CRO_T004484
M9H77_03982,CrChr5.2589
M9H77_03983,"CRO_T005916, CrChr5.2590, CRO_T116246"
M9H77_03984,"CRO_T005918, CRO_T116247"
M9H77_03985,CRO_T005917
M9H77_03986,"CRO_T005919, CRO_T116249"
M9H77_03987,CRO_T005920
M9H77_03988,"CRO_T027794, Cro001G.7547.1.p1, CrChr5.2594, CRO_T116251"
M9H77_03989,Cro001G.7546.1.p1
M9H77_03990,CRO_T024655
M9H77_03993,"CRO_T018626, Cro001G.7551.1.p2, CrChr5.2600, CRO_T116258"
M9H77_03994,Cro001G.7551.1.p1
M9H77_03996,Cro001G.7543.2.p1
M9H77_03997,Cro001G.7542.1.p1
M9H77_03998,"CRO_T013576, CrChr5.2606, CRO_T116265"
M9H77_03999,"Cro001G.7544.4.p1, CrChr5.2607"
M9H77_04000,"Cro001G.7544.1.p1, CrChr5.2608"
M9H77_04003,CRO_T013577
M9H77_04004,CRO_T029623
M9H77_04006,Cro001G.7540.2.p1
M9H77_04012,"CRO_T027066, Cro001G.7534.1.p1, CRO_T116276"
M9H77_04013,CRO_T011518
M9H77_04014,"CRO_T011517, CRO_T116278"
M9H77_04017,CRO_T025807
M9H77_04018,"Cro001G.7533.1.p1, CrChr5.2620"
M9H77_04019,"CRO_T017684, Cro001G.7532.1.p1, Cro001G.7532.2.p1, Cro001G.7532.4.p1, CrChr5.2621"
M9H77_04020,"CRO_T017683, Cro001G.7529.1.p1, CrChr5.2622, CRO_T116282"
M9H77_04022,"Cro001G.7528.1.p1, CrChr5.2623"
M9H77_04023,CRO_T020812
M9H77_04024,"CRO_T011948, Cro001G.7527.1.p1, CRO_T116285"
M9H77_04026,"CRO_T020173, CRO_T116290"
M9H77_04027,"Cro001G.7530.1.p2, Cro001G.7530.2.p1, Cro001G.7530.3.p1, Cro001G.7530.4.p1, CrChr5.2628, CRO_T116291"
M9H77_04029,CRO_T030007
M9H77_04033,CRO_T016520
M9H77_04034,"Cro001G.7524.1.p1, CrChr5.2630"
M9H77_04035,"CRO_T003844, Cro001G.7519.1.p1, CrChr5.2631"
M9H77_04038,"Cro001G.7517.1.p1, CrChr5.2634, CRO_T116299"
M9H77_04041,CRO_T011243
M9H77_04042,CRO_T011246
M9H77_04043,CRO_T011244
M9H77_04044,CRO_T002943
M9H77_04045,CRO_T026922
M9H77_04046,"Cro001G.7520.1.p1, CrChr5.2639"
M9H77_04047,"CRO_T025533, Cro001G.7513.1.p1, CrChr5.2640, CRO_T116305"
M9H77_04048,CRO_T019167
M9H77_04050,Cro001G.7514.1.p1
M9H77_04051,CRO_T019166
M9H77_04052,CRO_T008924
M9H77_04053,"Cro001G.7509.1.p1, CrChr5.2646, CRO_T116309"
M9H77_04054,"Cro001G.7508.1.p1, CrChr5.2647, CRO_T116310"
M9H77_04057,"Cro001G.7505.1.p1, CrChr5.2650"
M9H77_04058,"CrChr5.2651, CRO_T116318"
M9H77_04059,Cro001G.7506.1.p1
M9H77_04061,CRO_T022726
M9H77_04064,"CRO_T025314, CRO_T116324"
M9H77_04065,"CRO_T004157, Cro001G.7502.1.p1, CrChr5.2656, CRO_T116325"
M9H77_04066,"CRO_T003066, CrChr5.2657, CRO_T116328"
M9H77_04068,"CRO_T033381, Cro001G.7499.1.p1, CrChr5.2659"
M9H77_04069,Cro001G.7498.1.p1
M9H77_04070,Cro001G.7497.1.p1
M9H77_04071,CRO_T007846
M9H77_04073,CRO_T007847
M9H77_04075,CRO_T021110
M9H77_04076,CrChr5.2668
M9H77_04077,CRO_T023991
M9H77_04078,Cro001G.7489.1.p1
M9H77_04079,"Cro001G.7491.1.p1, CrChr5.2670, CRO_T116340"
M9H77_04080,"CRO_T023987, Cro001G.7490.1.p1, CrChr5.2671, CRO_T116342"
M9H77_04081,CRO_T017416
M9H77_04083,CRO_T015467
M9H77_04084,CRO_T021838
M9H77_04085,"CRO_T021839, CRO_T116352"
M9H77_04086,"CRO_T021837, CRO_T116353"
M9H77_04090,CRO_T021414
M9H77_04092,CRO_T021413
M9H77_04093,"Cro001G.7482.1.p2, Cro001G.7482.2.p1, Cro001G.7483.1.p1, CRO_T116362"
M9H77_04095,"Cro001G.7481.1.p1, CrChr5.2679"
M9H77_04096,CRO_T009518
M9H77_04097,"CRO_T009517, CRO_T116368"
M9H77_04100,"Cro001G.7479.1.p1, CRO_T116369"
M9H77_04101,CRO_T013375
M9H77_04102,CRO_T018288
M9H77_04103,"CRO_T018285, Cro001G.7478.1.p1, Cro001G.7478.2.p1, Cro001G.7478.3.p1"
M9H77_04104,Cro001G.7477.1.p1
M9H77_04105,Cro001G.7476.1.p1
M9H77_04107,"CRO_T032068, CRO_T018312"
M9H77_04109,Cro001G.7470.1.p1
M9H77_04110,"CRO_T032071, Cro001G.7469.1.p1, CRO_T116381"
M9H77_04112,Cro001G.7473.1.p1
M9H77_04114,"CRO_T024963, Cro001G.7466.1.p1, Cro001G.7466.2.p1"
M9H77_04115,"CRO_T024961, CrChr5.2698, CRO_T116385"
M9H77_04116,CRO_T024962
M9H77_04117,"CRO_T005961, Cro001G.7459.1.p1, CRO_T116389"
M9H77_04119,CRO_T005960
M9H77_04120,"CRO_T005530, Cro001G.7462.1.p1, CrChr5.2703, CRO_T116392"
M9H77_04121,"CRO_T005529, CRO_T116393"
M9H77_04123,CRO_T033723
M9H77_04124,"Cro001G.7457.1.p1, Cro001G.7457.2.p1"
M9H77_04125,"Cro001G.7457.1.p2, Cro001G.7457.3.p1, CRO_T116397"
M9H77_04126,"CRO_T014704, CRO_T116399"
M9H77_04127,CRO_T014705
M9H77_04128,"CRO_T014702, CRO_T116403"
M9H77_04129,"CRO_T020298, CRO_T116405"
M9H77_04130,CRO_T020297
M9H77_04131,CRO_T020296
M9H77_04132,"CRO_T020295, Cro001G.7455.1.p2, CRO_T116408"
M9H77_04133,CRO_T033598
M9H77_04134,"Cro001G.7454.1.p1, CRO_T116410"
M9H77_04139,"Cro001G.7451.1.p1, CrChr5.2714, CRO_T116417"
M9H77_04141,CRO_T021621
M9H77_04142,CRO_T027563
M9H77_04143,"CRO_T027560, Cro001G.7448.1.p1, CrChr5.2715, CRO_T116423"
M9H77_04144,"CRO_T027562, Cro001G.7447.1.p1, CrChr5.2716, CRO_T116424"
M9H77_04145,"CRO_T027561, CRO_T116425"
M9H77_04147,CRO_T013065
M9H77_04148,CRO_T028692
M9H77_04149,"CRO_T024189, CRO_T116428"
M9H77_04150,"CRO_T024188, Cro001G.7450.1.p1, Cro001G.7450.2.p1, CRO_T116429"
M9H77_04153,CRO_T024191
M9H77_04154,"CRO_T027428, Cro001G.7442.1.p1, CRO_T116433"
M9H77_04156,Cro001G.7445.1.p1
M9H77_04157,"CRO_T031826, Cro001G.7444.3.p1, CRO_T116436"
M9H77_04161,"CRO_T006446, CRO_T116437"
M9H77_04162,"Cro001G.7443.1.p1, Cro001G.7443.2.p1, CrChr5.2724"
M9H77_04163,CRO_T006448
M9H77_04164,CRO_T009217
M9H77_04166,"CRO_T009218, CRO_T116446"
M9H77_04167,CRO_T026886
M9H77_04168,CRO_T026885
M9H77_04169,CRO_T024503
M9H77_04170,CrChr5.2731
M9H77_04171,"CRO_T022192, Cro001G.7434.1.p1, CrChr5.2732, CRO_T116450"
M9H77_04172,CrChr5.2734
M9H77_04173,"CRO_T002405, CRO_T116452"
M9H77_04174,"CRO_T002406, CRO_T116453"
M9H77_04175,CRO_T002407
M9H77_04176,CRO_T024143
M9H77_04177,"CRO_T024144, Cro001G.7437.1.p1, Cro001G.7437.2.p1, CRO_T116456"
M9H77_04178,"CRO_T024145, Cro001G.7433.1.p1, CRO_T116457"
M9H77_04180,CRO_T014377
M9H77_04182,"CRO_T021417, Cro001G.7432.1.p1, CRO_T116462"
M9H77_04183,"Cro001G.7430.1.p1, Cro001G.7430.2.p1, Cro001G.7430.3.p1"
M9H77_04184,"CRO_T021418, CRO_T116464"
M9H77_04187,CRO_T021276
M9H77_04188,CRO_T021274
M9H77_04189,CRO_T021275
M9H77_04190,"CRO_T021273, CRO_T116465"
M9H77_04191,CRO_T029089
M9H77_04193,"CRO_T006024, CRO_T116471"
M9H77_04195,"Cro001G.7422.1.p1, Cro001G.7422.2.p1, CRO_T116473"
M9H77_04197,"CRO_T028033, Cro001G.7420.1.p1, Cro001G.7420.2.p1, CRO_T116475"
M9H77_04198,CRO_T003008
M9H77_04200,CRO_T019209
M9H77_04201,CRO_T019208
M9H77_04202,CRO_T019210
M9H77_04203,"CRO_T020094, CRO_T116483"
M9H77_04204,CRO_T020095
M9H77_04205,"Cro001G.7419.1.p1, Cro001G.7419.2.p1, CrChr5.2754, CRO_T116485"
M9H77_04207,CRO_T004279
M9H77_04208,"CRO_T020479, CRO_T116487"
M9H77_04209,"Cro001G.7414.1.p1, Cro001G.7414.2.p1"
M9H77_04211,"CRO_T020483, Cro001G.7413.1.p1, Cro001G.7413.2.p1, CRO_T116489"
M9H77_04212,"CRO_T020484, CRO_T116490"
M9H77_04213,"CRO_T020486, CRO_T116492"
M9H77_04214,"CRO_T020485, CRO_T116493"
M9H77_04215,Cro001G.7412.1.p1
M9H77_04216,"Cro001G.7411.1.p1, Cro001G.7411.2.p1, Cro001G.7411.3.p1, Cro001G.7411.4.p1"
M9H77_04217,CRO_T005288
M9H77_04218,CRO_T005286
M9H77_04219,CrChr5.2764
M9H77_04220,CRO_T005287
M9H77_04221,Cro001G.7408.1.p1
M9H77_04222,CRO_T005285
M9H77_04223,"CRO_T005282, Cro001G.7410.3.p2, Cro001G.7410.4.p2, Cro001G.7410.7.p1, Cro001G.7410.9.p1"
M9H77_04224,CRO_T000098
M9H77_04226,CRO_T007671
M9H77_04229,"Cro001G.7399.1.p1, CrChr5.2772"
M9H77_04230,"Cro001G.7397.1.p1, CrChr5.2773"
M9H77_04232,CRO_T032230
M9H77_04233,CRO_T032229
M9H77_04235,CRO_T008778
M9H77_04236,CRO_T026006
M9H77_04238,CRO_T010967
M9H77_04239,"CRO_T010966, CRO_T116519"
M9H77_04241,CRO_T025588
M9H77_04244,CRO_T007178
M9H77_04245,CRO_T007179
M9H77_04247,"CRO_T019258, CRO_T116530"
M9H77_04251,CRO_T018418
M9H77_04252,CRO_T011519
M9H77_04253,"CRO_T009871, CRO_T116534"
M9H77_04255,CRO_T002275
M9H77_04258,CRO_T012993
M9H77_04259,"CRO_T012994, CRO_T139967"
M9H77_04263,CRO_T007067
M9H77_04266,CRO_T012377
M9H77_04267,CRO_T023014
M9H77_04269,CRO_T139953
M9H77_04270,"CRO_T003415, Cro001G.7391.1.p1, CRO_T139951"
M9H77_04272,CRO_T022706
M9H77_04274,CRO_T000235
M9H77_04276,"CRO_T002711, CRO_T139941"
M9H77_04277,"Cro001G.7389.1.p1, Cro001G.7389.2.p1, CRO_T139940"
M9H77_04278,Cro001G.7387.1.p1
M9H77_04279,CRO_T018800
M9H77_04282,CRO_T018801
M9H77_04284,CRO_T024051
M9H77_04285,"Cro001G.7403.1.p1, Cro001G.7403.2.p1, Cro001G.7403.4.p1, Cro001G.7403.5.p1, Cro001G.7403.6.p1"
M9H77_04287,Cro001G.7402.1.p1
M9H77_04288,CRO_T026221
M9H77_04290,"CRO_T013351, Cro001G.7401.1.p1, CRO_T139931"
M9H77_04291,Cro001G.7400.1.p1
M9H77_04292,"CRO_T030312, CRO_T139928"
M9H77_04293,CRO_T030314
M9H77_04294,Cro001G.7384.1.p1
M9H77_04295,Cro001G.7384.2.p2
M9H77_04296,"CRO_T032508, CRO_T139924"
M9H77_04297,"CRO_T030698, CRO_T139923"
M9H77_04299,"CRO_T030697, CrChr5.2824"
M9H77_04300,CRO_T005884
M9H77_04301,"CRO_T005885, CRO_T139920"
M9H77_04302,CRO_T005883
M9H77_04304,CRO_T012792
M9H77_04305,CRO_T017358
M9H77_04307,"CRO_T019884, Cro001G.7377.1.p1, Cro001G.7377.3.p1, Cro001G.7377.5.p1, Cro001G.7377.6.p1"
M9H77_04308,CrChr5.2830
M9H77_04309,"CRO_T012880, CRO_T139909"
M9H77_04310,"Cro001G.7375.1.p1, Cro001G.7375.4.p1"
M9H77_04311,CRO_T012881
M9H77_04313,Cro001G.7374.2.p1
M9H77_04314,Cro001G.7371.1.p1
M9H77_04316,CRO_T030749
M9H77_04317,"CRO_T008379, Cro001G.7370.1.p1, Cro001G.7370.2.p1, Cro001G.7370.3.p1, Cro001G.7370.4.p1, Cro001G.7370.5.p1, Cro001G.7370.6.p1, Cro001G.7370.7.p1, Cro001G.7370.8.p1, CRO_T139899"
M9H77_04318,"CRO_T015211, CRO_T139898"
M9H77_04319,"CRO_T015210, Cro001G.7364.1.p1, CrChr5.2839, CRO_T139897"
M9H77_04320,CRO_T010057
M9H77_04323,"CRO_T033658, CRO_T139892"
M9H77_04325,CRO_T003021
M9H77_04326,CRO_T002587
M9H77_04327,"CRO_T008372, Cro001G.7367.1.p1, CRO_T113690"
M9H77_04328,"CRO_T007288, CRO_T139888"
M9H77_04329,"CRO_T007287, CRO_T139887"
M9H77_04330,"CRO_T007289, Cro001G.7359.1.p1"
M9H77_04331,"Cro001G.7363.1.p1, Cro001G.7363.4.p1, Cro001G.7363.8.p1, CrChr5.2849"
M9H77_04332,"CRO_T006233, CRO_T139883"
M9H77_04333,CrChr5.2851
M9H77_04334,CRO_T006237
M9H77_04336,CRO_T031996
M9H77_04337,"Cro001G.7357.1.p1, CrChr5.2852, CRO_T139879"
M9H77_04338,"CRO_T007146, CrChr5.2853, CRO_T139877"
M9H77_04339,"CRO_T009678, CRO_T139876"
M9H77_04340,"CRO_T023578, CRO_T139873"
M9H77_04341,"CRO_T023809, CRO_T139871"
M9H77_04343,"CRO_T023810, CRO_T139870"
M9H77_04344,"Cro001G.7353.1.p1, Cro001G.7353.2.p1, CRO_T139868"
M9H77_04346,CRO_T021007
M9H77_04347,"CRO_T008305, CRO_T139863"
M9H77_04348,CRO_T027706
M9H77_04350,"CRO_T017153, CRO_T139861"
M9H77_04351,CRO_T019943
M9H77_04352,CRO_T019942
M9H77_04353,"CRO_T019941, Cro001G.7352.1.p1, CrChr5.2861, CRO_T139859"
M9H77_04354,CRO_T004976
M9H77_04355,Cro001G.7349.1.p1
M9H77_04356,CRO_T030927
M9H77_04357,"Cro001G.7349.1.p2, Cro001G.7349.2.p2, Cro001G.7349.3.p1"
M9H77_04359,CRO_T030925
M9H77_04361,"Cro001G.7346.1.p1, CrChr5.2864"
M9H77_04363,Cro001G.7345.1.p1
M9H77_04365,"CRO_T003024, CrChr5.2866, CRO_T139846"
M9H77_04368,CRO_T002236
M9H77_04369,CRO_T002238
M9H77_04373,"CRO_T001272, CRO_T101889"
M9H77_04374,CRO_T001271
M9H77_04376,CRO_T007054
M9H77_04377,"CRO_T016641, CRO_T101895"
M9H77_04378,"Cro001G.7342.1.p1, Cro001G.7342.2.p1, Cro001G.7342.3.p1, Cro001G.7342.4.p1, Cro001G.7342.5.p1, Cro001G.7342.6.p1, Cro001G.7342.7.p1, CRO_T101896"
M9H77_04379,CRO_T016640
M9H77_04380,"CRO_T030023, CRO_T101902"
M9H77_04381,"CRO_T015154, CRO_T101906"
M9H77_04383,CRO_T015153
M9H77_04385,"CRO_T030808, CRO_T101910"
M9H77_04386,CRO_T027838
M9H77_04387,CRO_T019459
M9H77_04388,"CRO_T019458, CRO_T101912"
M9H77_04389,CRO_T019460
M9H77_04391,"CRO_T023905, CrChr5.2882, CRO_T101914"
M9H77_04392,"CRO_T023903, Cro001G.7347.1.p1, Cro001G.7347.10.p1, Cro001G.7347.11.p1, Cro001G.7347.2.p1, Cro001G.7347.3.p1, Cro001G.7347.4.p1, Cro001G.7347.5.p1, Cro001G.7347.6.p1, Cro001G.7347.7.p1, Cro001G.7347.8.p1, Cro001G.7347.9.p2, CrChr5.2883, CRO_T101917"
M9H77_04394,CRO_T019976
M9H77_04395,"CRO_T010286, Cro001G.7347.9.p1, CRO_T101921"
M9H77_04396,"CRO_T010285, Cro001G.7348.1.p1, CrChr5.2886, CRO_T101922"
M9H77_04397,CRO_T010287
M9H77_04399,CRO_T026239
M9H77_04400,"CRO_T026238, CRO_T101926"
M9H77_04402,"CRO_T030583, Cro001G.7338.1.p1, CRO_T101927"
M9H77_04407,CRO_T000160
M9H77_04408,CRO_T000161
M9H77_04409,CRO_T000159
M9H77_04411,"Cro001G.7339.1.p1, Cro001G.7339.2.p1, CRO_T101933"
M9H77_04412,CRO_T024245
M9H77_04413,CRO_T024244
M9H77_04414,"CRO_T024242, CRO_T101936"
M9H77_04415,"Cro001G.7335.1.p1, CRO_T101940"
M9H77_04416,"Cro001G.7334.1.p1, Cro001G.7334.2.p1, CrChr5.2897, CRO_T101941"
M9H77_04417,CRO_T013827
M9H77_04419,"Cro001G.7332.1.p1, Cro001G.7332.2.p1, Cro001G.7332.3.p1, Cro001G.7332.4.p1, Cro001G.7332.5.p1, CrChr5.2899"
M9H77_04422,"CRO_T004794, CRO_T101945"
M9H77_04424,CRO_T028103
M9H77_04426,"CRO_T021764, Cro001G.7327.1.p1, CRO_T101948"
M9H77_04427,Cro001G.7326.1.p1
M9H77_04430,CRO_T015870
M9H77_04432,"CRO_T011587, CRO_T101958"
M9H77_04433,"Cro001G.7325.1.p1, CrChr5.2905, CRO_T101960"
M9H77_04434,CRO_T009153
M9H77_04436,"CRO_T002712, CRO_T101962"
M9H77_04437,CRO_T017619
M9H77_04438,"Cro001G.7328.2.p1, Cro001G.7328.3.p1, Cro001G.7329.1.p1, CRO_T101963"
M9H77_04439,CrChr5.2910
M9H77_04441,"CRO_T003421, Cro001G.7322.1.p1, CrChr5.2911, CRO_T101966"
M9H77_04442,CRO_T032001
M9H77_04444,CRO_T005371
M9H77_04445,"CRO_T005370, CRO_T101969"
M9H77_04446,CRO_T005372
M9H77_04448,"Cro001G.7316.1.p1, Cro001G.7316.2.p1"
M9H77_04449,CRO_T026208
M9H77_04450,"Cro001G.7315.1.p1, CrChr5.2917"
M9H77_04451,CRO_T026210
M9H77_04452,CRO_T029715
M9H77_04454,"CRO_T004126, CRO_T101980"
M9H77_04455,CRO_T010824
M9H77_04456,"CRO_T010823, Cro001G.7313.1.p1, CrChr5.2921, CRO_T101983"
M9H77_04457,"CRO_T010822, Cro001G.7311.1.p1, CrChr5.2922, CRO_T101984"
M9H77_04459,Cro001G.7309.1.p1
M9H77_04462,CRO_T033663
M9H77_04463,CRO_T004844
M9H77_04466,CRO_T009484
M9H77_04467,"Cro001G.7308.1.p1, CrChr5.2931"
M9H77_04470,CrChr5.2933
M9H77_04476,Cro001G.7290.2.p1
M9H77_04478,"CRO_T026919, CrChr5.2939, CRO_T102017"
M9H77_04479,"CRO_T026918, CRO_T102018"
M9H77_04485,CRO_T027421
M9H77_04487,CRO_T016856
M9H77_04491,CRO_T000570
M9H77_04497,CRO_T002656
M9H77_04500,CRO_T002656
M9H77_04502,"Cro001G.7278.1.p1, CrChr5.2951"
M9H77_04503,CRO_T026907
M9H77_04504,"CRO_T026905, Cro001G.7277.1.p1, CrChr5.2953, CRO_T102042"
M9H77_04505,"CRO_T026904, Cro001G.7281.1.p1"
M9H77_04506,"Cro001G.7280.1.p1, CrChr5.2955"
M9H77_04507,CRO_T027550
M9H77_04508,CRO_T031694
M9H77_04510,CRO_T005005
M9H77_04511,CRO_T005004
M9H77_04512,CRO_T005007
M9H77_04513,CRO_T005006
M9H77_04514,Cro001G.7272.1.p1
M9H77_04515,"CRO_T004709, CRO_T102051"
M9H77_04516,"Cro001G.7269.1.p1, CrChr5.2960, CRO_T102052"
M9H77_04517,"CRO_T026264, CRO_T102053"
M9H77_04518,CRO_T026266
M9H77_04519,CRO_T026267
M9H77_04521,CRO_T026265
M9H77_04522,CRO_T019599
M9H77_04524,"Cro001G.7267.1.p1, CrChr5.2965, CRO_T102058"
